Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
1982,16,7,89.2,4,2,3,423,9,POT_LOYAL
3586,220,8,89.2,2,2,3,223,7,REGULAR
1079,112,6,89.1,3,1,3,313,7,REGULAR
3849,380,12,89.01,1,3,3,133,7,REGULAR
2273,33,14,89.01,4,4,3,443,11,POT_LOYAL
1648,243,10,89.0,2,3,3,233,8,REGULAR
1328,281,10,88.83,1,3,3,133,7,REGULAR
2938,188,7,88.81,2,2,3,223,7,REGULAR
3686,123,8,88.6,3,2,3,323,8,REGULAR
3757,189,18,88.56,2,4,3,243,9,REGULAR
2932,285,17,88.51,1,4,3,143,8,REGULAR
2781,212,13,88.5,2,4,3,243,9,REGULAR
3765,201,9,88.41,2,2,3,223,7,REGULAR
4976,166,7,88.41,2,2,3,223,7,REGULAR
4915,103,16,88.4,3,4,3,343,10,REGULAR
2212,63,12,88.4,3,3,3,333,9,REGULAR
1309,273,11,88.36,1,3,3,133,7,REGULAR
1100,293,10,88.3,1,3,3,133,7,REGULAR
4498,255,11,88.2,2,3,3,233,8,REGULAR
4039,3,12,88.2,4,3,3,433,10,POT_LOYAL
3614,246,10,88.11,2,3,3,233,8,REGULAR
1816,496,10,88.11,1,3,3,133,7,REGULAR
2874,112,16,88.1,3,4,3,343,10,REGULAR
1442,121,13,88.1,3,4,3,343,10,REGULAR
4782,136,10,88.05,3,3,3,333,9,REGULAR
4109,87,13,87.95,3,4,3,343,10,REGULAR
2972,223,10,87.9,2,3,3,233,8,REGULAR
4710,235,9,87.9,2,2,3,223,7,REGULAR
1076,77,13,87.9,3,4,3,343,10,REGULAR
4925,377,11,87.89,1,3,3,133,7,REGULAR
2242,208,12,87.82,2,3,3,233,8,REGULAR
3668,12,13,87.8,4,4,3,443,11,POT_LOYAL
2564,169,10,87.8,2,3,3,233,8,REGULAR
4344,238,9,87.8,2,2,3,223,7,REGULAR
1837,174,12,87.75,2,3,3,233,8,REGULAR
3748,78,11,87.7,3,3,3,333,9,REGULAR
3907,66,8,87.7,3,2,3,323,8,REGULAR
2445,427,8,87.61,1,2,3,123,6,REGULAR
3773,33,8,87.6,4,2,3,423,9,POT_LOYAL
3857,56,14,87.4,4,4,3,443,11,POT_LOYAL
4924,107,14,87.4,3,4,3,343,10,REGULAR
1723,22,10,87.35,4,3,3,433,10,POT_LOYAL
1749,360,8,87.34,1,2,3,123,6,REGULAR
4617,401,9,87.3,1,2,3,123,6,REGULAR
4040,271,11,87.3,2,3,3,233,8,REGULAR
4249,26,11,87.28,4,3,3,433,10,POT_LOYAL
4007,7,11,87.2,4,3,3,433,10,POT_LOYAL
3848,42,14,87.12,4,4,3,443,11,POT_LOYAL
1103,403,10,87.1,1,3,3,133,7,REGULAR
4806,36,11,87.01,4,3,3,433,10,POT_LOYAL
4986,332,12,86.95,1,3,3,133,7,REGULAR
4929,156,14,86.95,2,4,3,243,9,REGULAR
3443,68,8,86.91,3,2,3,323,8,REGULAR
2011,7,18,86.86,4,4,3,443,11,POT_LOYAL
3282,191,11,86.83,2,3,3,233,8,REGULAR
3430,258,16,86.81,2,4,3,243,9,REGULAR
4837,28,10,86.8,4,3,3,433,10,POT_LOYAL
2467,84,12,86.8,3,3,3,333,9,REGULAR
2865,56,8,86.8,4,2,3,423,9,POT_LOYAL
1521,369,6,86.8,1,1,3,113,5,REGULAR
3365,66,15,86.75,3,4,3,343,10,REGULAR
2029,175,11,86.7,2,3,3,233,8,REGULAR
2413,17,14,86.66,4,4,3,443,11,POT_LOYAL
2832,58,11,86.65,3,3,3,333,9,REGULAR
3806,124,7,86.62,3,2,3,323,8,REGULAR
1168,299,9,86.6,1,2,3,123,6,REGULAR
1743,47,14,86.6,4,4,3,443,11,POT_LOYAL
2436,36,11,86.6,4,3,3,433,10,POT_LOYAL
1384,11,15,86.6,4,4,3,443,11,POT_LOYAL
2643,29,12,86.56,4,3,3,433,10,POT_LOYAL
3059,382,9,86.54,1,2,3,123,6,REGULAR
1398,259,8,86.51,2,2,3,223,7,REGULAR
2434,103,7,86.5,3,2,3,323,8,REGULAR
3596,254,12,86.5,2,3,3,233,8,REGULAR
4392,32,12,86.42,4,3,3,433,10,POT_LOYAL
4296,126,10,86.4,3,3,3,333,9,REGULAR
1796,57,14,86.4,3,4,3,343,10,REGULAR
2570,128,11,86.4,3,3,3,333,9,REGULAR
4291,21,14,86.36,4,4,3,443,11,POT_LOYAL
2266,91,9,86.3,3,2,3,323,8,REGULAR
1412,44,12,86.27,4,3,3,433,10,POT_LOYAL
4577,56,6,86.25,4,1,3,413,8,REGULAR
4113,139,12,86.21,2,3,3,233,8,REGULAR
3935,181,8,86.21,2,2,3,223,7,REGULAR
2660,475,4,86.21,1,1,3,113,5,REGULAR
2777,212,10,86.2,2,3,3,233,8,REGULAR
4989,194,10,86.2,2,3,3,233,8,REGULAR
3680,36,9,86.12,4,2,3,423,9,POT_LOYAL
2233,124,9,86.06,3,2,3,323,8,REGULAR
4022,152,8,86.0,2,2,3,223,7,REGULAR
3775,64,15,86.0,3,4,3,343,10,REGULAR
4146,324,15,85.9,1,4,3,143,8,REGULAR
1392,254,6,85.9,2,1,3,213,6,REGULAR
2543,139,10,85.85,2,3,3,233,8,REGULAR
1719,104,13,85.84,3,4,3,343,10,REGULAR
2905,69,6,85.81,3,1,3,313,7,REGULAR
2915,421,4,85.8,1,1,3,113,5,REGULAR
1748,297,19,85.8,1,4,3,143,8,REGULAR
4382,47,4,85.8,4,1,3,413,8,REGULAR
3167,56,7,85.7,4,2,3,423,9,POT_LOYAL
1807,12,6,85.7,4,1,3,413,8,REGULAR
2883,79,10,85.7,3,3,3,333,9,REGULAR
3295,155,10,85.63,2,3,3,233,8,REGULAR
1910,61,10,85.61,3,3,3,333,9,REGULAR
2449,175,8,85.6,2,2,3,223,7,REGULAR
2500,24,9,85.55,4,2,3,423,9,POT_LOYAL
1528,106,8,85.51,3,2,3,323,8,REGULAR
1601,21,6,85.5,4,1,3,413,8,REGULAR
3537,97,12,85.5,3,3,3,333,9,REGULAR
2428,131,17,85.45,3,4,3,343,10,REGULAR
1614,70,4,85.42,3,1,3,313,7,REGULAR
3639,396,9,85.41,1,2,3,123,6,REGULAR
3924,62,14,85.4,3,4,3,343,10,REGULAR
1820,267,10,85.4,2,3,3,233,8,REGULAR
2689,244,15,85.4,2,4,3,243,9,REGULAR
2256,131,9,85.35,3,2,3,323,8,REGULAR
1952,37,10,85.31,4,3,3,433,10,POT_LOYAL
1778,373,6,85.31,1,1,3,113,5,REGULAR
1687,439,11,85.3,1,3,3,133,7,REGULAR
2649,32,9,85.2,4,2,3,423,9,POT_LOYAL
3184,40,14,85.2,4,4,3,443,11,POT_LOYAL
1127,76,12,85.16,3,3,3,333,9,REGULAR
3530,560,6,85.14,1,1,3,113,5,REGULAR
4603,343,10,85.12,1,3,3,133,7,REGULAR
3681,77,10,85.1,3,3,3,333,9,REGULAR
4492,199,9,85.0,2,2,3,223,7,REGULAR
3559,181,12,84.92,2,3,3,233,8,REGULAR
3599,39,11,84.85,4,3,3,433,10,POT_LOYAL
1474,154,12,84.8,2,3,3,233,8,REGULAR
4538,32,8,84.8,4,2,3,423,9,POT_LOYAL
2665,261,4,84.66,2,1,3,213,6,REGULAR
3311,182,8,84.66,2,2,3,223,7,REGULAR
4076,222,12,84.6,2,3,3,233,8,REGULAR
1226,48,10,84.55,4,3,3,433,10,POT_LOYAL
3363,1,13,84.5,4,4,3,443,11,POT_LOYAL
3084,65,14,84.5,3,4,3,343,10,REGULAR
2014,190,19,84.5,2,4,3,243,9,REGULAR
1526,34,11,84.49,4,3,3,433,10,POT_LOYAL
2884,2,8,84.45,4,2,3,423,9,POT_LOYAL
3079,295,8,84.3,1,2,3,123,6,REGULAR
2587,211,13,84.25,2,4,3,243,9,REGULAR
2287,14,8,84.21,4,2,3,423,9,POT_LOYAL
3154,191,11,84.12,2,3,3,233,8,REGULAR
2065,342,14,84.0,1,4,3,143,8,REGULAR
2005,99,13,83.99,3,4,3,343,10,REGULAR
4221,306,8,83.96,1,2,3,123,6,REGULAR
3574,55,14,83.91,4,4,3,443,11,POT_LOYAL
4064,104,6,83.9,3,1,3,313,7,REGULAR
3592,16,14,83.86,4,4,3,443,11,POT_LOYAL
3161,52,9,83.7,4,2,3,423,9,POT_LOYAL
1581,139,6,83.7,2,1,3,213,6,REGULAR
2495,155,11,83.7,2,3,3,233,8,REGULAR
2073,195,9,83.66,2,2,3,223,7,REGULAR
2551,70,6,83.6,3,1,3,313,7,REGULAR
3703,197,12,83.5,2,3,3,233,8,REGULAR
4543,68,6,83.5,3,1,3,313,7,REGULAR
2221,12,6,83.42,4,1,3,413,8,REGULAR
3619,267,10,83.41,2,3,3,233,8,REGULAR
2169,59,11,83.41,3,3,3,333,9,REGULAR
2638,446,5,83.4,1,1,3,113,5,REGULAR
4228,256,13,83.36,2,4,3,243,9,REGULAR
2775,54,10,83.31,4,3,3,433,10,POT_LOYAL
4233,197,11,83.3,2,3,3,233,8,REGULAR
1224,466,4,83.3,1,1,3,113,5,REGULAR
3627,542,4,83.3,1,1,3,113,5,REGULAR
2316,205,6,83.17,2,1,3,213,6,REGULAR
2288,213,12,83.12,2,3,3,233,8,REGULAR
1994,86,12,83.1,3,3,3,333,9,REGULAR
4148,265,12,83.05,2,3,3,233,8,REGULAR
1034,596,9,83.05,1,2,3,123,6,REGULAR
1152,164,8,83.05,2,2,3,223,7,REGULAR
1564,68,8,83.01,3,2,3,323,8,REGULAR
2386,25,12,83.0,4,3,3,433,10,POT_LOYAL
1736,123,12,83.0,3,3,3,333,9,REGULAR
3049,328,4,82.9,1,1,3,113,5,REGULAR
1647,10,7,82.88,4,2,3,423,9,POT_LOYAL
4613,227,12,82.82,2,3,3,233,8,REGULAR
3982,92,15,82.79,3,4,3,343,10,REGULAR
4749,318,9,82.76,1,2,3,123,6,REGULAR
4940,131,8,82.75,3,2,3,323,8,REGULAR
1340,42,14,82.7,4,4,3,443,11,POT_LOYAL
2683,141,8,82.7,2,2,3,223,7,REGULAR
2872,102,8,82.7,3,2,3,323,8,REGULAR
2071,77,10,82.66,3,3,3,333,9,REGULAR
4375,86,12,82.61,3,3,3,333,9,REGULAR
4662,43,15,82.54,4,4,3,443,11,POT_LOYAL
2225,246,10,82.5,2,3,3,233,8,REGULAR
2930,282,14,82.5,1,4,3,143,8,REGULAR
4126,419,7,82.4,1,2,3,123,6,REGULAR
2000,129,7,82.4,3,2,3,323,8,REGULAR
1725,429,6,82.36,1,1,3,113,5,REGULAR
3868,133,5,82.35,3,1,3,313,7,REGULAR
2762,12,9,82.35,4,2,3,423,9,POT_LOYAL
1420,22,11,82.35,4,3,3,433,10,POT_LOYAL
3013,131,13,82.3,3,4,3,343,10,REGULAR
4869,271,10,82.3,2,3,3,233,8,REGULAR
2319,234,6,82.3,2,1,3,213,6,REGULAR
2331,32,13,82.23,4,4,3,443,11,POT_LOYAL
4396,201,4,82.22,2,1,3,213,6,REGULAR
3468,46,11,82.21,4,3,3,433,10,POT_LOYAL
3053,5,9,82.2,4,2,3,423,9,POT_LOYAL
2122,267,10,82.16,2,3,3,233,8,REGULAR
2754,242,10,82.1,2,3,3,233,8,REGULAR
3544,270,10,82.1,2,3,3,233,8,REGULAR
3704,93,12,82.1,3,3,3,333,9,REGULAR
1315,53,6,82.01,4,1,3,413,8,REGULAR
1303,113,14,82.0,3,4,3,343,10,REGULAR
1851,172,10,82.0,2,3,3,233,8,REGULAR
1696,87,13,81.96,3,4,3,343,10,REGULAR
1993,175,9,81.91,2,2,3,223,7,REGULAR
1804,30,9,81.9,4,2,3,423,9,POT_LOYAL
4398,51,10,81.9,4,3,3,433,10,POT_LOYAL
2269,101,6,81.9,3,1,3,313,7,REGULAR
4772,376,10,81.86,1,3,3,133,7,REGULAR
3171,439,3,81.8,1,1,3,113,5,REGULAR
3357,205,9,81.7,2,2,3,223,7,REGULAR
4690,375,9,81.7,1,2,3,123,6,REGULAR
2068,206,12,81.65,2,3,3,233,8,REGULAR
2973,382,12,81.6,1,3,3,133,7,REGULAR
2416,55,9,81.6,4,2,3,423,9,POT_LOYAL
2139,258,12,81.6,2,3,3,233,8,REGULAR
3419,25,10,81.56,4,3,3,433,10,POT_LOYAL
4761,113,12,81.55,3,3,3,333,9,REGULAR
2240,29,12,81.54,4,3,3,433,10,POT_LOYAL
4638,422,8,81.52,1,2,3,123,6,REGULAR
2110,154,8,81.51,2,2,3,223,7,REGULAR
3375,248,7,81.5,2,2,3,223,7,REGULAR
3456,111,13,81.5,3,4,3,343,10,REGULAR
1638,293,8,81.5,1,2,3,123,6,REGULAR
1520,307,6,81.5,1,1,3,113,5,REGULAR
3850,118,8,81.5,3,2,3,323,8,REGULAR
3590,214,13,81.43,2,4,3,243,9,REGULAR
1800,152,12,81.4,2,3,3,233,8,REGULAR
3273,95,9,81.4,3,2,3,323,8,REGULAR
4367,45,12,81.31,4,3,3,433,10,POT_LOYAL
2404,76,11,81.3,3,3,3,333,9,REGULAR
3609,18,10,81.3,4,3,3,433,10,POT_LOYAL
2724,244,6,81.2,2,1,3,213,6,REGULAR
3479,281,8,81.2,1,2,3,123,6,REGULAR
4306,2,12,81.15,4,3,3,433,10,POT_LOYAL
2989,334,11,81.1,1,3,3,133,7,REGULAR
4461,320,9,81.01,1,2,3,123,6,REGULAR
4471,305,9,81.0,1,2,3,123,6,REGULAR
1142,200,8,81.0,2,2,3,223,7,REGULAR
4894,7,8,81.0,4,2,3,423,9,POT_LOYAL
1833,159,10,80.81,2,3,3,233,8,REGULAR
1141,380,9,80.8,1,2,3,123,6,REGULAR
3756,28,10,80.7,4,3,3,433,10,POT_LOYAL
3735,32,9,80.7,4,2,3,423,9,POT_LOYAL
1857,111,5,80.7,3,1,3,313,7,REGULAR
1053,174,12,80.7,2,3,3,233,8,REGULAR
2218,181,13,80.6,2,4,3,243,9,REGULAR
2790,0,8,80.51,4,2,3,423,9,POT_LOYAL
3036,103,16,80.44,3,4,3,343,10,REGULAR
3158,452,9,80.4,1,2,3,123,6,REGULAR
3902,31,7,80.4,4,2,3,423,9,POT_LOYAL
4067,75,6,80.4,3,1,3,313,7,REGULAR
3304,30,10,80.3,4,3,3,433,10,POT_LOYAL
1075,41,11,80.3,4,3,3,433,10,POT_LOYAL
1325,218,9,80.3,2,2,3,223,7,REGULAR
2513,15,12,80.3,4,3,3,433,10,POT_LOYAL
2948,194,10,80.24,2,3,3,233,8,REGULAR
3899,6,16,80.21,4,4,3,443,11,POT_LOYAL
3260,28,8,80.2,4,2,3,423,9,POT_LOYAL
1399,385,9,80.1,1,2,3,123,6,REGULAR
2159,166,8,80.07,2,2,3,223,7,REGULAR
3589,56,13,80.01,4,4,3,443,11,POT_LOYAL
4536,108,11,80.0,3,3,3,333,9,REGULAR
4632,87,10,80.0,3,3,3,333,9,REGULAR
4154,181,8,80.0,2,2,3,223,7,REGULAR
2514,58,10,79.91,3,3,3,333,9,REGULAR
4394,412,9,79.9,1,2,3,123,6,REGULAR
1684,361,8,79.9,1,2,3,123,6,REGULAR
4842,22,12,79.89,4,3,3,433,10,POT_LOYAL
2396,496,11,79.86,1,3,3,133,7,REGULAR
2446,113,9,79.8,3,2,3,323,8,REGULAR
4133,156,13,79.8,2,4,3,243,9,REGULAR
4286,109,13,79.8,3,4,3,343,10,REGULAR
4320,19,15,79.8,4,4,3,443,11,POT_LOYAL
4212,243,11,79.76,2,3,3,233,8,REGULAR
1766,343,5,79.75,1,1,3,113,5,REGULAR
3811,189,21,79.6,2,4,3,243,9,REGULAR
4897,400,8,79.6,1,2,3,123,6,REGULAR
2708,316,6,79.5,1,1,3,113,5,REGULAR
1311,184,8,79.5,2,2,3,223,7,REGULAR
4840,208,10,79.4,2,3,3,233,8,REGULAR
2942,332,12,79.35,1,3,3,133,7,REGULAR
2274,359,11,79.34,1,3,3,133,7,REGULAR
1424,82,6,79.3,3,1,3,313,7,REGULAR
3015,81,10,79.3,3,3,3,333,9,REGULAR
3236,179,10,79.2,2,3,3,233,8,REGULAR
1712,487,5,79.1,1,1,3,113,5,REGULAR
4058,0,7,78.99,4,2,3,423,9,POT_LOYAL
2152,118,11,78.9,3,3,3,333,9,REGULAR
2241,73,9,78.9,3,2,3,323,8,REGULAR
3867,114,8,78.88,3,2,3,323,8,REGULAR
4144,54,8,78.8,4,2,3,423,9,POT_LOYAL
2697,541,4,78.7,1,1,3,113,5,REGULAR
4740,89,10,78.7,3,3,3,333,9,REGULAR
1697,43,15,78.67,4,4,3,443,11,POT_LOYAL
3227,30,15,78.66,4,4,3,443,11,POT_LOYAL
3327,240,14,78.53,2,4,3,243,9,REGULAR
1885,5,11,78.5,4,3,3,433,10,POT_LOYAL
2379,102,6,78.5,3,1,3,313,7,REGULAR
1345,162,10,78.36,2,3,3,233,8,REGULAR
3385,185,11,78.33,2,3,3,233,8,REGULAR
1161,291,7,78.3,1,2,3,123,6,REGULAR
3063,2,10,78.21,4,3,3,433,10,POT_LOYAL
2800,89,13,78.15,3,4,3,343,10,REGULAR
3009,138,14,78.11,3,4,3,343,10,REGULAR
4334,50,15,78.05,4,4,3,443,11,POT_LOYAL
2327,22,10,78.0,4,3,3,433,10,POT_LOYAL
4449,275,10,78.0,1,3,3,133,7,REGULAR
2636,110,10,78.0,3,3,3,333,9,REGULAR
2410,39,11,78.0,4,3,3,433,10,POT_LOYAL
3447,33,13,78.0,4,4,3,443,11,POT_LOYAL
3658,95,9,77.9,3,2,3,323,8,REGULAR
2805,122,11,77.85,3,3,3,333,9,REGULAR
4835,21,13,77.84,4,4,3,443,11,POT_LOYAL
3280,170,6,77.8,2,1,3,213,6,REGULAR
4097,32,14,77.8,4,4,3,443,11,POT_LOYAL
2974,4,9,77.71,4,2,3,423,9,POT_LOYAL
4555,53,14,77.7,4,4,3,443,11,POT_LOYAL
4322,27,11,77.7,4,3,3,433,10,POT_LOYAL
3241,101,9,77.6,3,2,3,323,8,REGULAR
2431,64,12,77.57,3,3,3,333,9,REGULAR
4319,52,14,77.56,4,4,3,443,11,POT_LOYAL
2530,122,11,77.54,3,3,3,333,9,REGULAR
1349,17,11,77.52,4,3,3,433,10,POT_LOYAL
2876,61,12,77.33,3,3,3,333,9,REGULAR
1461,9,8,77.3,4,2,3,423,9,POT_LOYAL
2871,10,8,77.25,4,2,3,423,9,POT_LOYAL
2630,318,7,77.24,1,2,3,123,6,REGULAR
3660,442,10,77.2,1,3,3,133,7,REGULAR
2653,23,12,77.15,4,3,3,433,10,POT_LOYAL
2038,227,10,76.95,2,3,3,233,8,REGULAR
3673,125,8,76.95,3,2,3,323,8,REGULAR
4199,1,11,76.94,4,3,3,433,10,POT_LOYAL
4314,242,17,76.9,2,4,3,243,9,REGULAR
4363,182,6,76.9,2,1,3,213,6,REGULAR
2505,30,11,76.9,4,3,3,433,10,POT_LOYAL
4037,1,10,76.9,4,3,3,433,10,POT_LOYAL
2979,143,10,76.85,2,3,3,233,8,REGULAR
4004,234,10,76.81,2,3,3,233,8,REGULAR
3724,19,6,76.8,4,1,3,413,8,REGULAR
4411,161,6,76.8,2,1,3,213,6,REGULAR
1969,160,14,76.76,2,4,3,243,9,REGULAR
1215,346,9,76.71,1,2,3,123,6,REGULAR
2902,136,7,76.71,3,2,3,323,8,REGULAR
2464,164,8,76.7,2,2,3,223,7,REGULAR
1339,32,12,76.7,4,3,3,433,10,POT_LOYAL
4372,153,16,76.65,2,4,3,243,9,REGULAR
3368,296,6,76.65,1,1,3,113,5,REGULAR
4659,369,8,76.6,1,2,3,123,6,REGULAR
1974,241,5,76.6,2,1,3,213,6,REGULAR
4121,59,15,76.52,3,4,3,343,10,REGULAR
4527,73,11,76.51,3,3,3,333,9,REGULAR
3237,185,13,76.5,2,4,3,243,9,REGULAR
2958,199,10,76.4,2,3,3,233,8,REGULAR
2407,295,10,76.3,1,3,3,133,7,REGULAR
3038,353,12,76.3,1,3,3,133,7,REGULAR
4504,117,14,76.3,3,4,3,343,10,REGULAR
2999,149,8,76.3,2,2,3,223,7,REGULAR
1660,157,7,76.25,2,2,3,223,7,REGULAR
3519,17,13,76.2,4,4,3,443,11,POT_LOYAL
2132,376,11,76.2,1,3,3,133,7,REGULAR
4240,26,15,76.17,4,4,3,443,11,POT_LOYAL
1955,320,8,76.12,1,2,3,123,6,REGULAR
4459,12,12,76.11,4,3,3,433,10,POT_LOYAL
4786,395,7,76.1,1,2,3,123,6,REGULAR
2571,166,8,76.1,2,2,3,223,7,REGULAR
2864,149,10,76.05,2,3,3,233,8,REGULAR
3930,171,8,76.01,2,2,3,223,7,REGULAR
2696,119,11,76.0,3,3,3,333,9,REGULAR
3808,134,10,76.0,3,3,3,333,9,REGULAR
1987,76,9,76.0,3,2,3,323,8,REGULAR
1506,370,5,76.0,1,1,3,113,5,REGULAR
4066,393,8,75.9,1,2,3,123,6,REGULAR
3210,7,8,75.9,4,2,3,423,9,POT_LOYAL
1012,41,11,75.87,4,3,3,433,10,POT_LOYAL
4268,249,12,75.75,2,3,3,233,8,REGULAR
2565,93,12,75.74,3,3,3,333,9,REGULAR
3853,179,6,75.71,2,1,3,213,6,REGULAR
1055,219,6,75.7,2,1,3,213,6,REGULAR
3866,176,10,75.7,2,3,3,233,8,REGULAR
4500,205,10,75.6,2,3,3,233,8,REGULAR
3223,511,3,75.6,1,1,3,113,5,REGULAR
3831,77,12,75.56,3,3,3,333,9,REGULAR
3106,598,8,75.54,1,2,3,123,6,REGULAR
3407,280,9,75.51,1,2,3,123,6,REGULAR
2877,264,6,75.51,2,1,3,213,6,REGULAR
2483,63,8,75.5,3,2,3,323,8,REGULAR
1017,91,11,75.49,3,3,3,333,9,REGULAR
4371,192,9,75.45,2,2,3,223,7,REGULAR
2613,129,17,75.45,3,4,3,343,10,REGULAR
3132,123,10,75.4,3,3,3,333,9,REGULAR
1171,239,10,75.3,2,3,3,233,8,REGULAR
4838,333,8,75.3,1,2,3,123,6,REGULAR
2766,133,7,75.2,3,2,3,323,8,REGULAR
3999,44,13,75.2,4,4,3,443,11,POT_LOYAL
2026,411,4,75.2,1,1,3,113,5,REGULAR
1014,88,10,75.1,3,3,3,333,9,REGULAR
2610,70,7,75.04,3,2,3,323,8,REGULAR
3033,461,8,75.01,1,2,3,123,6,REGULAR
3839,473,9,75.0,1,2,3,123,6,REGULAR
1354,29,13,74.95,4,4,3,443,11,POT_LOYAL
2243,106,10,74.9,3,3,3,333,9,REGULAR
2448,1,17,74.9,4,4,3,443,11,POT_LOYAL
3027,106,9,74.9,3,2,3,323,8,REGULAR
4910,35,6,74.9,4,1,3,413,8,REGULAR
3439,127,11,74.9,3,3,3,333,9,REGULAR
3035,31,13,74.9,4,4,3,443,11,POT_LOYAL
2561,133,9,74.85,3,2,3,323,8,REGULAR
3127,392,10,74.8,1,3,3,133,7,REGULAR
2481,36,6,74.77,4,1,3,413,8,REGULAR
4195,90,10,74.76,3,3,3,333,9,REGULAR
2188,32,10,74.75,4,3,3,433,10,POT_LOYAL
3570,119,11,74.7,3,3,3,333,9,REGULAR
1911,211,7,74.68,2,2,3,223,7,REGULAR
1113,147,11,74.65,2,3,3,233,8,REGULAR
2544,335,9,74.6,1,2,3,123,6,REGULAR
3905,194,16,74.59,2,4,3,243,9,REGULAR
2312,229,9,74.5,2,2,3,223,7,REGULAR
4728,115,10,74.49,3,3,3,333,9,REGULAR
1234,40,10,74.44,4,3,3,433,10,POT_LOYAL
1900,97,10,74.44,3,3,3,333,9,REGULAR
3486,7,12,74.4,4,3,3,433,10,POT_LOYAL
2695,179,8,74.31,2,2,3,223,7,REGULAR
2211,31,13,74.3,4,4,3,443,11,POT_LOYAL
2575,292,4,74.2,1,1,3,113,5,REGULAR
4908,224,7,74.2,2,2,3,223,7,REGULAR
2940,53,11,74.2,4,3,3,433,10,POT_LOYAL
2207,266,8,74.2,2,2,3,223,7,REGULAR
1544,308,9,74.17,1,2,3,123,6,REGULAR
1426,175,10,74.04,2,3,3,233,8,REGULAR
2795,238,12,74.0,2,3,3,233,8,REGULAR
3339,22,9,74.0,4,2,3,423,9,POT_LOYAL
4762,61,13,73.98,3,4,3,343,10,REGULAR
3665,98,8,73.96,3,2,3,323,8,REGULAR
3254,72,10,73.92,3,3,3,333,9,REGULAR
2441,180,15,73.92,2,4,3,243,9,REGULAR
4558,269,6,73.91,2,1,3,213,6,REGULAR
4706,37,6,73.9,4,1,3,413,8,REGULAR
4813,148,7,73.9,2,2,3,223,7,REGULAR
1020,78,10,73.84,3,3,3,333,9,REGULAR
4025,56,12,73.82,4,3,3,433,10,POT_LOYAL
2969,22,8,73.7,4,2,3,423,9,POT_LOYAL
1102,186,10,73.7,2,3,3,233,8,REGULAR
3587,147,11,73.62,2,3,3,233,8,REGULAR
1123,48,11,73.6,4,3,3,433,10,POT_LOYAL
2181,190,7,73.6,2,2,3,223,7,REGULAR
1670,38,9,73.5,4,2,3,423,9,POT_LOYAL
3645,18,11,73.5,4,3,3,433,10,POT_LOYAL
1019,385,2,73.5,1,1,3,113,5,REGULAR
3034,222,10,73.5,2,3,3,233,8,REGULAR
2250,76,8,73.4,3,2,3,323,8,REGULAR
2025,412,8,73.4,1,2,3,123,6,REGULAR
2360,315,6,73.31,1,1,3,113,5,REGULAR
2553,163,14,73.24,2,4,3,243,9,REGULAR
4501,198,13,73.22,2,4,3,243,9,REGULAR
1194,231,9,73.2,2,2,3,223,7,REGULAR
2072,32,12,73.2,4,3,3,433,10,POT_LOYAL
2048,14,12,73.2,4,3,3,433,10,POT_LOYAL
4733,296,9,73.14,1,2,2,122,5,REGULAR
4432,96,10,73.11,3,3,2,332,8,REGULAR
4648,83,9,73.1,3,2,2,322,7,REGULAR
1467,132,5,73.01,3,1,2,312,6,REGULAR
2703,100,9,73.0,3,2,2,322,7,REGULAR
3644,89,7,73.0,3,2,2,322,7,REGULAR
1924,43,14,72.99,4,4,2,442,10,PROMISING
1622,294,10,72.97,1,3,2,132,6,REGULAR
2705,44,6,72.94,4,1,2,412,7,PROMISING
2146,193,6,72.9,2,1,2,212,5,REGULAR
4977,132,9,72.85,3,2,2,322,7,REGULAR
1139,345,9,72.81,1,2,2,122,5,REGULAR
4357,81,9,72.8,3,2,2,322,7,REGULAR
4431,44,14,72.8,4,4,2,442,10,PROMISING
2900,263,12,72.72,2,3,2,232,7,REGULAR
2559,429,6,72.7,1,1,2,112,4,REGULAR
4405,161,10,72.7,2,3,2,232,7,REGULAR
1756,98,9,72.6,3,2,2,322,7,REGULAR
4474,20,11,72.5,4,3,2,432,9,PROMISING
3058,156,8,72.4,2,2,2,222,6,REGULAR
4416,7,16,72.3,4,4,2,442,10,PROMISING
4725,28,10,72.22,4,3,2,432,9,PROMISING
3647,302,5,72.2,1,1,2,112,4,REGULAR
4616,136,13,72.2,3,4,2,342,9,REGULAR
3400,301,12,72.2,1,3,2,132,6,REGULAR
1834,38,7,72.16,4,2,2,422,8,PROMISING
3928,95,10,72.12,3,3,2,332,8,REGULAR
4114,145,10,72.1,2,3,2,232,7,REGULAR
3736,33,12,72.1,4,3,2,432,9,PROMISING
2105,343,5,72.07,1,1,2,112,4,REGULAR
4478,26,9,72.05,4,2,2,422,8,PROMISING
1938,236,10,72.01,2,3,2,232,7,REGULAR
3066,24,12,72.0,4,3,2,432,9,PROMISING
2681,242,6,72.0,2,1,2,212,5,REGULAR
2616,228,8,72.0,2,2,2,222,6,REGULAR
1074,75,10,71.96,3,3,2,332,8,REGULAR
2661,243,8,71.91,2,2,2,222,6,REGULAR
2829,11,10,71.9,4,3,2,432,9,PROMISING
1693,3,12,71.9,4,3,2,432,9,PROMISING
4878,100,7,71.8,3,2,2,322,7,REGULAR
3309,63,16,71.67,3,4,2,342,9,REGULAR
